1980-01-01	547.053904359269	2238.77317303768
1980-02-01	555.317558503669	2059.66766594404
1980-03-01	518.131114853869	2076.49846100298
1980-04-01	504.909268222830	2202.90960769331
1980-05-01	482.597402032950	2103.47080138530
1980-06-01	458.632805014191	1915.80439590954
1980-07-01	450.369150869791	1837.36186345854
1980-08-01	428.057284679911	1970.13848727863
1980-09-01	420.619995949952	1897.41927435392
1980-10-01	418.967265121072	1872.63666892955
1980-11-01	483.423767447390	1822.53726401866
1980-12-01	513.999287781670	1897.17399885032
1981-01-01	516.478384024990	1858.69405969871
1981-02-01	528.873865241589	1916.28562126058
1981-03-01	512.346556952790	1856.81015134329
1981-04-01	485.902863690710	1858.11012699546
1981-05-01	494.992883249550	1928.84202874031
1981-06-01	528.873865241589	1862.18629773263
1981-07-01	495.819248663990	1817.89721156408
1981-08-01	438.800035067631	1814.10106825324
1981-09-01	420.619995949952	1907.97740408167
1981-10-01	423.925457607711	1948.53050472020
1981-11-01	413.182707219992	2012.46139271360
1981-12-01	399.134495174512	1883.17053588818
1982-01-01	414.835438048872	2040.31440178564
1982-02-01	436.320938824311	2067.99601530264
1982-03-01	418.967265121072	2144.79010843810
1982-04-01	420.619995949951	2163.02838757420
1982-05-01	422.272726778831	2272.81578426260
1982-06-01	408.224514733352	2292.50520025182
1982-07-01	347.899839479233	2221.31830703965
1982-08-01	327.240704118233	2329.19005623339
1982-09-01	314.018857487194	2329.64443988376
1982-10-01	293.359722126194	2340.56171122395
1982-11-01	299.144280027274	2151.48901141097
1982-12-01	310.713395829434	2375.62386827495
1983-01-01	307.407934171674	2443.91594710210
1983-02-01	303.276107099474	2339.70341164570
1983-03-01	311.539761243874	2373.09626408165
1983-04-01	346.247108650353	2614.34832378567
1983-05-01	356.989859038073	2983.51200000000
1983-06-01	325.587973289354	3013.85400000000
1983-07-01	351.205301136993	3350.84400000000
1983-08-01	461.938266671951	3501.72600000000
1983-09-01	533.005692313789	3438.24600000000
1983-10-01	554.491193089229	3074.33400000000
1983-11-01	546.227538944829	3033.02400000000
1983-12-01	574.323963035789	3193.84200000000
1984-01-01	723.069737634986	3188.04000000000
1984-02-01	723.069737634986	3252.22800000000
1984-03-01	698.278775201786	3429.07800000000
1984-04-01	694.973313544026	2842.42800000000
1984-05-01	785.873509132425	2658.10800000000
1984-06-01	647.044119506507	2764.18500000000
1984-07-01	479.291940375191	2707.76400000000
1984-08-01	464.417362915271	2684.48400000000
1984-09-01	504.909268222830	2677.24200000000
1984-10-01	508.214729880590	2706.15600000000
1984-11-01	509.041095295030	3566.07333333333
1984-12-01	489.208325348470	3645.90633333333
1985-01-01	481.771036618510	3851.84600000000
1985-02-01	491.687421591790	4471.82400000000
1985-03-01	537.137519385989	4655.06741666667
1985-04-01	539.616615629309	5019.31350000000
1985-05-01	504.082902808390	5869.70383333333
1985-06-01	459.459170428631	5943.73000000000
1985-07-01	402.439956832272	5880.05633333333
1985-08-01	333.851627433753	6167.23300000000
1985-09-01	301.623376270594	5414.85116666667
1985-10-01	294.186087540634	3978.04333333333
1985-11-01	299.144280027274	3735.67650000000
1985-12-01	322.282511631594	3817.35900000000
1986-01-01	282.616971738474	3248.42146666667
1986-02-01	233.861412286515	3145.94913333333
1986-03-01	200.806795708916	3204.60983333333
1986-04-01	199.980430294476	3309.21125000000
1986-05-01	196.674968636716	3414.67816666667
1986-06-01	200.806795708916	3843.62158333333
1986-07-01	182.626756591236	3722.87525000000
1986-08-01	162.793986644677	3620.57553333333
1986-09-01	171.057640789077	3495.27060000000
1986-10-01	224.771392727676	3206.20456666667
1986-11-01	250.388720575315	2634.90123333333
1986-12-01	242.125066430915	2584.08840000000
1987-01-01	289.227895053994	2580.55666666667
1987-02-01	272.700586765195	2572.04000000000
1987-03-01	258.652374719715	2640.89000000000
1987-04-01	280.137875495155	2875.61333333333
1987-05-01	281.790606324035	2786.41666666667
1987-06-01	282.616971738475	2823.19333333333
1987-07-01	247.083258917555	2979.65096320346
1987-08-01	254.520547647515	3012.77998718898
1987-09-01	276.832413837395	3378.19836904762
1987-10-01	291.706991297314	3618.05304761905
1987-11-01	304.102472513914	3894.85375983437
1987-12-01	356.989859038073	4295.96178260869
1988-01-01	401.613591417832	4622.82259456522
1988-02-01	333.025262019314	4590.77240129870
1988-03-01	314.845222901634	4629.54370303030
1988-04-01	333.025262019314	4680.59817749859
1988-05-01	348.726204893673	5525.35592185990
1988-06-01	409.877245562232	5492.93712157287
1988-07-01	427.230919265472	5499.58662755424
1988-08-01	371.864436497993	5558.74359028138
1988-09-01	353.684397380313	5772.18413982213
1988-10-01	356.163493623633	5637.29126994730
1988-11-01	345.420743235913	5521.04980897170
1988-12-01	339.636185334834	5020.25402900433
1989-01-01	316.497953730514	4602.37778260870
1989-02-01	331.372531190434	4714.40002201518
1989-03-01	329.719800361554	4376.74807455863
1989-04-01	323.108877046034	4550.57859676266
1989-05-01	335.504358262634	4641.93665831608
1989-06-01	308.234299586114	4475.76829025974
1989-07-01	273.526952179635	4110.97735680720
1989-08-01	255.346913061955	3441.13011782609
1989-09-01	266.916028864115	3172.42734227273
1989-10-01	265.263298035235	3224.34632878788
1989-11-01	248.735989746435	3728.78668603426
1989-12-01	220.639565655476	3911.76438534099
1990-01-01	230.555950628755	3518.70465328847
1990-02-01	223.945027313236	3076.53279415584
1990-03-01	236.340508529835	3030.09454393939
1990-04-01	220.639565655476	3059.72742103645
1990-05-01	232.208681457635	3047.46649208765
1990-06-01	224.771392727676	3162.80481861472
1990-07-01	230.555950628755	3068.05914403664
